condition,clockArm,seed,N,clockImpaired,selectorHash,traceHash,kernelStateHash,nativeScheduleHash,scheduleHash,logicalHash,selectorAdmissible,physicalChangeCount,senderChangeCount,nonincidentSenderChangeCount,affectedCount,changedSlotCount,candidateProper,actualSubsetUnion,barrierClosed,motionAuthorized,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,dataStateSlotExact,kernelControlAttempts,physicalControlAttempts,kernelControlBytes,physicalControlBytes,kernelControlAirtime,physicalControlAirtime,kernelRecipientAttempts,physicalRecipientAttempts,kernelRecipientSuccess,physicalRecipientSuccess,kernelRecipientErasure,physicalRecipientErasure,prepareMapped,quietMapped,claimMapped,proofMapped,responseMapped,commitMapped,revokeMapped,kernelPrepareAttempts,kernelQuietAttempts,kernelClaimAttempts,kernelProofAttempts,kernelResponseAttempts,kernelCommitAttempts,kernelRevokeAttempts,piggybackRevoke,maxControlPacketBytes,nativeDataAttempts,physicalDataAttempts,dataRecipientAttempts,dataRecipientSuccess,dataRecipientCollision,dataRecipientPartitionExact,kernelCollisionFrames,physicalCollisionAttempts,physicalCollisionFrames,clockTimingConflictFree,clockEquationResidual,clockMinIntergroupGap,clockMaxIntragroupSkew,nativeControlAttempts,physicalFrameDuration,horizonSec,attemptBoundRatio,byteBoundRatio,futureRandomReads,receiverTruthReads
prepare-blackout,affine-clock,16092049,5,1,49231,973280855,12548200,7041860,275924195,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00296936177055285,0.000351976097197282,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
quiescent-blackout,zero-clock,16092049,5,0,49231,973248455,12977868,3450606,216274272,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
quiescent-blackout,affine-clock,16092049,5,1,49231,973248455,12977868,3450606,228905847,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00296936177055285,0.000351976097197282,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
response-blackout,zero-clock,16092049,5,0,49231,825072548,13159495,3608260,381861563,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
response-blackout,affine-clock,16092049,5,1,49231,825072548,13159495,3608260,399570163,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00296936177055285,0.000351976097197282,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
commit-blackout,zero-clock,16092049,5,0,49231,971772275,12901173,6677509,245319960,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
commit-blackout,affine-clock,16092049,5,1,49231,971772275,12901173,6677509,249283342,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.0029492648881293,0.000351976097197282,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
incomplete-union,zero-clock,16092049,5,0,49231,973486565,13717466,31544292,530514880,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
incomplete-union,affine-clock,16092049,5,1,49231,973486565,13717466,31544292,536472472,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00225470176859499,0.000694563119534308,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,zero-clock,16092050,5,0,46437,975633406,12446050,31515142,518446960,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,affine-clock,16092050,5,1,46437,975633406,12446050,31515142,527408141,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00246989224760785,0.000500741014712425,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
iid20,zero-clock,16092050,5,0,46437,6046124745,12058808,30098190,529894174,96775936,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,17,17,770,770,0.02464,0.02464,68,68,50,50,18,18,3,3,6,0,3,2,0,3,3,6,0,3,2,0,1,72,283,283,53,53,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464002,0,17,0.095553856074243,5.83323136445458,0.2125,0.21484375,0,0
iid20,affine-clock,16092050,5,1,46437,6046124745,12058808,30098190,544710409,96775936,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,17,17,770,770,0.02464,0.02464,68,68,50,50,18,18,3,3,6,0,3,2,0,3,3,6,0,3,2,0,1,72,283,283,53,53,0,1,0,0,0,1,1.11022302462516e-16,0.00246989224760785,0.000500741014712425,17,0.095553856074243,5.83323136445458,0.2125,0.21484375,0,0
prepare-blackout,zero-clock,16092050,5,0,46437,975559516,12248423,13971597,334135758,43478114,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,64,64,56,56,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,188,188,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,16,0.095553856074243,5.83323136445458,0.2,0.151785714285714,0,0
prepare-blackout,affine-clock,16092050,5,1,46437,975559516,12248423,13971597,343835801,43478114,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,64,64,56,56,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,188,188,60,60,0,1,0,0,0,1,0,0.00265579165368007,0.000500741014712425,16,0.095553856074243,5.83323136445458,0.2,0.151785714285714,0,0
quiescent-blackout,zero-clock,16092050,5,0,46437,975527116,11617518,7491418,272593161,22672214,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,132,132,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.3,0.205357142857143,0,0
quiescent-blackout,affine-clock,16092050,5,1,46437,975527116,11617518,7491418,272222710,22672214,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,132,132,4,4,0,1,0,0,0,1,0,0.00265579165368007,0.000500741014712425,24,0.095553856074243,5.83323136445458,0.3,0.205357142857143,0,0
response-blackout,zero-clock,16092050,5,0,46437,824640562,12328693,7296357,388063719,25850611,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,212,212,212,212,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,132,132,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,53,0.095553856074243,5.83323136445458,0.6625,0.7734375,0,0
response-blackout,affine-clock,16092050,5,1,46437,824640562,12328693,7296357,384835953,25850611,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,212,212,212,212,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,132,132,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00265579165368007,0.000500741014712425,53,0.095553856074243,5.83323136445458,0.6625,0.7734375,0,0
commit-blackout,zero-clock,16092050,5,0,46437,974582026,12693745,13818549,330213581,41842500,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,56,56,44,44,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,185,185,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,14,0.095553856074243,5.83323136445458,0.175,0.147321428571429,0,0
commit-blackout,affine-clock,16092050,5,1,46437,974582026,12693745,13818549,334568722,41842500,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,56,56,44,44,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,185,185,4,4,0,1,0,0,0,1,0,0.00246989224760785,0.000500741014712425,14,0.095553856074243,5.83323136445458,0.175,0.147321428571429,0,0
incomplete-union,zero-clock,16092050,5,0,46437,975743626,12446050,31610047,518914420,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
incomplete-union,affine-clock,16092050,5,1,46437,975743626,12446050,31610047,527875601,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00246989224760785,0.000500741014712425,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,zero-clock,16092001,10,0,477876,2936376207,42112243,361768212,1537902550,677268763,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,108,108,108,108,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,588,588,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,12,0.185135596143846,11.2081357686307,0.111111111111111,0.107351712614871,0,0
nominal-zero,affine-clock,16092001,10,1,477876,2936376207,42112243,361768212,1544072906,677268763,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,108,108,108,108,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,588,588,57,57,0,1,0,0,0,1,5.55111512312578e-17,0.00236686608515235,0.000781129082026766,12,0.185135596143846,11.2081357686307,0.111111111111111,0.107351712614871,0,0
iid20,zero-clock,16092001,10,0,477876,23302305700,42203033,359076515,1544699957,668631239,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,18,18,856,856,0.027392,0.027392,162,162,137,137,25,25,1,3,8,0,4,2,0,1,3,8,0,4,2,0,1,72,583,583,56,56,0,1,0,0,0,1,0,0.00290011600464002,0,18,0.185135596143846,11.2081357686307,0.166666666666667,0.178780284043442,0,0
iid20,affine-clock,16092001,10,1,477876,23302305700,42203033,359076515,1562180564,668631239,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,18,18,856,856,0.027392,0.027392,162,162,137,137,25,25,1,3,8,0,4,2,0,1,3,8,0,4,2,0,1,72,583,583,56,56,0,1,0,0,0,1,5.55111512312578e-17,0.00236686608515235,0.000781129082026766,18,0.185135596143846,11.2081357686307,0.166666666666667,0.178780284043442,0,0
prepare-blackout,zero-clock,16092001,10,0,477876,2936050317,40801077,262707397,1086829501,424482614,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,216,216,208,208,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,432,432,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.185135596143846,11.2081357686307,0.222222222222222,0.160401002506266,0,0
prepare-blackout,affine-clock,16092001,10,1,477876,2936050317,40801077,262707397,1106695845,424482614,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,216,216,208,208,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,432,432,60,60,0,1,0,0,0,1,1.11022302462516e-16,0.00287619963607158,0.000781129082026766,24,0.185135596143846,11.2081357686307,0.222222222222222,0.160401002506266,0,0
quiescent-blackout,zero-clock,16092001,10,0,477876,2935981917,40549372,200451975,963008129,378036598,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,288,288,280,280,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,376,376,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,32,0.185135596143846,11.2081357686307,0.296296296296296,0.200501253132832,0,0
quiescent-blackout,affine-clock,16092001,10,1,477876,2935981917,40549372,200451975,986878591,378036598,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,288,288,280,280,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,376,376,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00287619963607158,0.000781129082026766,32,0.185135596143846,11.2081357686307,0.296296296296296,0.200501253132832,0,0
response-blackout,zero-clock,16092001,10,0,477876,2628096740,42113480,200063807,1133673161,383079952,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,666,666,666,666,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,376,376,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,74,0.185135596143846,11.2081357686307,0.685185185185185,0.789473684210526,0,0
response-blackout,affine-clock,16092001,10,1,477876,2628096740,42113480,200063807,1164871356,383079952,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,666,666,666,666,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,376,376,4,4,0,1,0,0,0,1,5.55111512312578e-17,0.00287619963607158,0.000781129082026766,74,0.185135596143846,11.2081357686307,0.685185185185185,0.789473684210526,0,0
commit-blackout,zero-clock,16092001,10,0,477876,2935373157,41497550,258485823,1068219584,420114085,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,153,153,135,135,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,429,429,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,17,0.185135596143846,11.2081357686307,0.157407407407407,0.136591478696742,0,0
commit-blackout,affine-clock,16092001,10,1,477876,2935373157,41497550,258485823,1082242586,420114085,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,153,153,135,135,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,429,429,4,4,0,1,0,0,0,1,5.55111512312578e-17,0.00250998013301817,0.000781129082026766,17,0.185135596143846,11.2081357686307,0.157407407407407,0.136591478696742,0,0
incomplete-union,zero-clock,16092001,10,0,477876,2936751747,42112243,361269207,1537467328,677363474,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,108,108,108,108,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,588,588,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,12,0.185135596143846,11.2081357686307,0.111111111111111,0.107351712614871,0,0
incomplete-union,affine-clock,16092001,10,1,477876,2936751747,42112243,361269207,1543637684,677363474,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,108,108,108,108,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,588,588,57,4,53,1,53,53,53,1,5.55111512312578e-17,0.00236686608515235,0.000781129082026766,12,0.185135596143846,11.2081357686307,0.111111111111111,0.107351712614871,0,0
nominal-zero,zero-clock,16092002,10,0,487806,2935217317,43442146,360767935,1555844896,671857022,1,3,3,3,5,3,1,1,1,1,1,1,5,0,0,0,1,15,15,640,640,0.02048,0.02048,135,135,135,135,0,0,1,4,5,0,4,1,0,1,4,5,0,4,1,0,1,72,585,585,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,15,0.185135596143846,11.2081357686307,0.110294117647059,0.106809078771696,0,0
nominal-zero,affine-clock,16092002,10,1,487806,2935217317,43442146,360767935,1544449656,671857022,1,3,3,3,5,3,1,1,1,1,1,1,5,0,0,0,1,15,15,640,640,0.02048,0.02048,135,135,135,135,0,0,1,4,5,0,4,1,0,1,4,5,0,4,1,0,1,72,585,585,57,57,0,1,0,0,0,1,5.55111512312578e-17,0.00231845739357617,0.000911672006843389,15,0.185135596143846,11.2081357686307,0.110294117647059,0.106809078771696,0,0
iid20,zero-clock,16092002,10,0,487806,23331434811,44288587,356934414,1576686875,645276841,1,3,3,3,5,3,1,1,1,1,1,1,5,0,0,0,1,30,30,1512,1512,0.048384,0.048384,270,270,221,221,49,49,2,7,15,0,4,2,0,2,7,15,0,4,2,0,1,72,570,570,54,54,0,1,0,0,0,1,0,0.00290011600464002,0,30,0.185135596143846,11.2081357686307,0.220588235294118,0.252336448598131,0,0
iid20,affine-clock,16092002,10,1,487806,23331434811,44288587,356934414,1591816996,645276841,1,3,3,3,5,3,1,1,1,1,1,1,5,0,0,0,1,30,30,1512,1512,0.048384,0.048384,270,270,221,221,49,49,2,7,15,0,4,2,0,2,7,15,0,4,2,0,1,72,570,570,54,54,0,1,0,0,0,1,1.11022302462516e-16,0.00231845739357617,0.000911672006843389,30,0.185135596143846,11.2081357686307,0.220588235294118,0.252336448598131,0,0
prepare-blackout,zero-clock,16092002,10,0,487806,2934891427,42273014,200559151,963128991,378259798,1,3,3,3,5,3,1,1,0,0,0,0,0,4,1,0,1,32,32,992,992,0.031744,0.031744,288,288,280,280,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,52,376,376,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,32,0.185135596143846,11.2081357686307,0.235294117647059,0.165554072096128,0,0
prepare-blackout,affine-clock,16092002,10,1,487806,2934891427,42273014,200559151,968386098,378259798,1,3,3,3,5,3,1,1,0,0,0,0,0,4,1,0,1,32,32,992,992,0.031744,0.031744,288,288,280,280,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,52,376,376,60,60,0,1,0,0,0,1,1.11022302462516e-16,0.00250977618480641,0.000911672006843389,32,0.185135596143846,11.2081357686307,0.235294117647059,0.165554072096128,0,0
quiescent-blackout,zero-clock,16092002,10,0,487806,2934823027,43081882,144685549,877455025,354549644,1,3,3,3,5,3,1,1,0,0,0,0,0,5,1,0,1,40,40,1184,1184,0.037888,0.037888,360,360,352,352,8,8,8,32,0,0,0,0,0,8,32,0,0,0,0,0,1,52,320,320,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,40,0.185135596143846,11.2081357686307,0.294117647058824,0.197596795727637,0,0
quiescent-blackout,affine-clock,16092002,10,1,487806,2934823027,43081882,144685549,895911769,354549644,1,3,3,3,5,3,1,1,0,0,0,0,0,5,1,0,1,40,40,1184,1184,0.037888,0.037888,360,360,352,352,8,8,8,32,0,0,0,0,0,8,32,0,0,0,0,0,1,52,320,320,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00250977618480641,0.000911672006843389,40,0.185135596143846,11.2081357686307,0.294117647058824,0.197596795727637,0,0
response-blackout,zero-clock,16092002,10,0,487806,2626890462,43310436,144195222,1093117735,356531201,1,3,3,3,5,3,1,1,1,1,0,0,0,5,0,0,1,95,95,4788,4788,0.153216,0.153216,855,855,855,855,0,0,1,4,50,0,40,0,0,1,4,50,0,40,0,0,1,72,320,320,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,95,0.185135596143846,11.2081357686307,0.698529411764706,0.799065420560748,0,0
response-blackout,affine-clock,16092002,10,1,487806,2626890462,43310436,144195222,1120349980,356531201,1,3,3,3,5,3,1,1,1,1,0,0,0,5,0,0,1,95,95,4788,4788,0.153216,0.153216,855,855,855,855,0,0,1,4,50,0,40,0,0,1,4,50,0,40,0,0,1,72,320,320,4,4,0,1,0,0,0,1,5.55111512312578e-17,0.00250977618480641,0.000911672006843389,95,0.185135596143846,11.2081357686307,0.698529411764706,0.799065420560748,0,0
commit-blackout,zero-clock,16092002,10,0,487806,2933872717,43841531,196836119,926163295,375101285,1,3,3,3,5,3,1,1,1,1,1,0,1,4,0,1,1,20,20,780,780,0.02496,0.02496,180,180,156,156,24,24,1,4,5,0,4,6,0,1,4,5,0,4,6,0,1,72,373,373,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,20,0.185135596143846,11.2081357686307,0.147058823529412,0.130173564753004,0,0
commit-blackout,affine-clock,16092002,10,1,487806,2933872717,43841531,196836119,941443034,375101285,1,3,3,3,5,3,1,1,1,1,1,0,1,4,0,1,1,20,20,780,780,0.02496,0.02496,180,180,156,156,24,24,1,4,5,0,4,6,0,1,4,5,0,4,6,0,1,72,373,373,4,4,0,1,0,0,0,1,5.55111512312578e-17,0.00231845739357617,0.000911672006843389,20,0.185135596143846,11.2081357686307,0.147058823529412,0.130173564753004,0,0
incomplete-union,zero-clock,16092002,10,0,487806,2935632457,43442146,360278317,1555391505,671948553,1,3,3,3,5,3,1,0,1,1,1,1,5,0,0,0,1,15,15,640,640,0.02048,0.02048,135,135,135,135,0,0,1,4,5,0,4,1,0,1,4,5,0,4,1,0,1,72,585,585,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,15,0.185135596143846,11.2081357686307,0.110294117647059,0.106809078771696,0,0
incomplete-union,affine-clock,16092002,10,1,487806,2935632457,43442146,360278317,1543996265,671948553,1,3,3,3,5,3,1,0,1,1,1,1,5,0,0,0,1,15,15,640,640,0.02048,0.02048,135,135,135,135,0,0,1,4,5,0,4,1,0,1,4,5,0,4,1,0,1,72,585,585,57,4,53,1,53,53,53,1,5.55111512312578e-17,0.00231845739357617,0.000911672006843389,15,0.185135596143846,11.2081357686307,0.110294117647059,0.106809078771696,0,0
nominal-zero,zero-clock,16092003,10,0,498489,2943596229,45874382,359552879,1550514668,666541655,1,4,4,4,6,4,1,1,1,1,1,1,6,0,0,0,1,18,18,766,766,0.024512,0.024512,162,162,162,162,0,0,1,5,6,0,5,1,0,1,5,6,0,5,1,0,1,72,582,582,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,18,0.185135596143846,11.2081357686307,0.109756097560976,0.10644802668149,0,0
nominal-zero,affine-clock,16092003,10,1,498489,2943596229,45874382,359552879,1548873871,666541655,1,4,4,4,6,4,1,1,1,1,1,1,6,0,0,0,1,18,18,766,766,0.024512,0.024512,162,162,162,162,0,0,1,5,6,0,5,1,0,1,5,6,0,5,1,0,1,72,582,582,57,57,0,1,0,0,0,1,5.55111512312578e-17,0.00230403848613214,0.000706659136188392,18,0.185135596143846,11.2081357686307,0.109756097560976,0.10644802668149,0,0
iid20,zero-clock,16092003,10,0,498489,23386791043,46237743,355267129,1585285085,632604531,1,4,4,4,6,4,1,1,1,1,1,1,6,0,0,0,1,35,35,1786,1786,0.057152,0.057152,315,315,258,258,57,57,2,8,18,0,5,2,0,2,8,18,0,5,2,0,1,72,563,563,55,55,0,1,0,0,0,1,0,0.00290011600464002,0,35,0.185135596143846,11.2081357686307,0.213414634146341,0.248193440800445,0,0
iid20,affine-clock,16092003,10,1,498489,23386791043,46237743,355267129,1589872668,632604531,1,4,4,4,6,4,1,1,1,1,1,1,6,0,0,0,1,35,35,1786,1786,0.057152,0.057152,315,315,258,258,57,57,2,8,18,0,5,2,0,2,8,18,0,5,2,0,1,72,563,563,55,55,0,1,0,0,0,1,1.11022302462516e-16,0.00230403848613214,0.000706659136188392,35,0.185135596143846,11.2081357686307,0.213414634146341,0.248193440800445,0,0
prepare-blackout,zero-clock,16092003,10,0,498489,2943270339,44853284,144794260,878132825,354633984,1,4,4,4,6,4,1,1,0,0,0,0,0,5,1,0,1,40,40,1216,1216,0.038912,0.038912,360,360,352,352,8,8,8,32,0,0,0,0,0,8,32,0,0,0,0,0,1,56,320,320,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,40,0.185135596143846,11.2081357686307,0.24390243902439,0.168982768204558,0,0
prepare-blackout,affine-clock,16092003,10,1,498489,2943270339,44853284,144794260,887191333,354633984,1,4,4,4,6,4,1,1,0,0,0,0,0,5,1,0,1,40,40,1216,1216,0.038912,0.038912,360,360,352,352,8,8,8,32,0,0,0,0,0,8,32,0,0,0,0,0,1,56,320,320,60,60,0,1,0,0,0,1,1.11022302462516e-16,0.00275400383847271,0.000706659136188392,40,0.185135596143846,11.2081357686307,0.24390243902439,0.168982768204558,0,0
quiescent-blackout,zero-clock,16092003,10,0,498489,2943201939,44625579,99757345,832682022,289093000,1,4,4,4,6,4,1,1,0,0,0,0,0,6,1,0,1,48,48,1408,1408,0.045056,0.045056,432,432,424,424,8,8,8,40,0,0,0,0,0,8,40,0,0,0,0,0,1,56,264,264,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,48,0.185135596143846,11.2081357686307,0.292682926829268,0.195664257921067,0,0
quiescent-blackout,affine-clock,16092003,10,1,498489,2943201939,44625579,99757345,831386931,289093000,1,4,4,4,6,4,1,1,0,0,0,0,0,6,1,0,1,48,48,1408,1408,0.045056,0.045056,432,432,424,424,8,8,8,40,0,0,0,0,0,8,40,0,0,0,0,0,1,56,264,264,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00275400383847271,0.000706659136188392,48,0.185135596143846,11.2081357686307,0.292682926829268,0.195664257921067,0,0
response-blackout,zero-clock,16092003,10,0,498489,2635587769,45711365,99627716,1095275629,318253239,1,4,4,4,6,4,1,1,1,1,0,0,0,6,0,0,1,116,116,5796,5796,0.185472,0.185472,1044,1044,1044,1044,0,0,1,5,60,0,50,0,0,1,5,60,0,50,0,0,1,72,264,264,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,116,0.185135596143846,11.2081357686307,0.707317073170732,0.805447470817121,0,0
